	Source file	DateTime	Date	Time	Duration(s)	Comments	Final207_235	Final207_235_Int2SE	Final207_235_Prop2SE	Final206_238	Final206_238_Int2SE	Final206_238_Prop2SE	Final238_206	Final238_206_Prop2SE	Final207_206	Final207_206_Int2SE	Final207_206_Prop2SE	Final208_232	Final208_232_Int2SE	Final206_208	Final206_208_Int2SE	FinalAge206_238	FinalAge206_238_Int2SE	FinalAge206_238_Prop2SE	FinalAge207_235	FinalAge207_235_Int2SE	FinalAge207_235_Prop2SE	FinalAge208_232	FinalAge208_232_Int2SE	Final206_204	Final206_204_Int2SE	Final207_204	Final207_204_Int2SE	Final208_204	Final208_204_Int2SE	Approx_U_PPM	Approx_U_PPM_Int2SE	Approx_Th_PPM	Approx_Th_PPM_Int2SE	Approx_Pb_PPM	Approx_Pb_PPM_Int2SE	FInal_U_Th_Ratio	FInal_U_Th_Ratio_Int2SE	Final238_206	Final238_206_Int2SE	FinalAge207_206	FinalAge207_206_Int2SE	FinalDiscPercent	FinalDiscPercent_Int2SE	FinalAnd207_235	FinalAnd207_235_Int2SE	FinalAnd207_235_Prop2SE	FinalAnd206_238	FinalAnd206_238_Int2SE	FinalAnd206_238_Prop2SE	FinalAnd208_232	FinalAnd208_232_Int2SE	FinalAnd238_206	FinalAnd238_206_Int2SE	FinalAnd207_206	FinalAnd207_206_Int2SE	FinalAgeAnd207_206	FinalAgeAnd207_206_Int2SE	FinalAgeAnd207_235	FinalAgeAnd207_235_Int2SE	FinalAgeAnd207_235_Prop2SE	FinalAgeAnd206_238	FinalAgeAnd206_238_Int2SE	FinalAgeAnd206_238_Prop2SE	FinalAgeAnd208_232	FinalAgeAnd208_232_Int2SE	FinalFracCommonPb	FinalFracCommonPb_Int2SE	FinalFracLostPb	FinalFracLostPb_Int2SE	AndersenSolution	AndersenSolution_Int2SE	FinalPbC207_235	FinalPbC207_235_Int2SE	FinalPbC207_235_Prop2SE	FinalPbC206_238	FinalPbC206_238_Int2SE	FinalPbC206_238_Prop2SE	FinalPbC208_232	FinalPbC208_232_Int2SE	FinalPbC207_206	FinalPbC207_206_Int2SE	FinalPbC238_206	FinalPbC238_206_Int2SE	FinalAgePbC207_206	FinalAgePbC207_206_Int2SE	FinalAgePbC207_235	FinalAgePbC207_235_Int2SE	FinalAgePbC207_235_Prop2SE	FinalAgePbC206_238	FinalAgePbC206_238_Int2SE	FinalAgePbC206_238_Prop2SE	FinalAgePbC208_232	FinalAgePbC208_232_Int2SE	ExtraMetaData
Z_Temora2_17	R33_17.FIN2	03/08/2012 (6) 23:44:24.24	03/08/2012 (6)	23:44:24.24	19.97	R33_17.FIN2	0.499	0.024	0.037	0.0665	0.0014	0.0058		1.31155	0.0561	0.0026	0.0030	no value	NAN	no value	NAN	415.1	8.6	35	407	16	25	no value	NAN	23.1	9.9	1.66	0.50	3.2	1.5	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.03759	0.33	546	49	12.4	1.3	0.504	0.014	0.021	0.0664	0.0015	0.0061	no value	NAN	15.16	0.34	0.05507	0.00034	419	12	415.3	9.3	14	414.3	9.1	37	no value	NAN	-0.0016	0.0032	-0.0016	0.0032	0.0	1.0	-5.25	0.76	1.2	0.0156	0.0068	0.027	no value	NAN	2.7	3.3	-40	62	2460	500	310	310	480	95	43	170	no value	NAN	FILENAME: R33_17.FIN2;
Z_Temora2_18	R33_21.FIN2	03/08/2012 (6) 23:48:24.24	03/08/2012 (6)	23:48:24.24	19.97	R33_21.FIN2	0.461	0.020	0.035	0.0650	0.0013	0.0057		1.349112	0.0536	0.0022	0.0027	no value	NAN	no value	NAN	405.8	7.6	35	385	14	25	no value	NAN	39	11	2.11	0.58	4.4	1.5	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.38462	0.31	462	43	10.2	1.2	0.495	0.012	0.021	0.0651	0.0014	0.0062	no value	NAN	15.44	0.33	0.05526	0.00037	425	14	408.0	8.2	14	406.4	8.2	37	no value	NAN	-0.0043	0.0027	-0.0043	0.0027	0.171	0.037	-4.47	0.59	1.0	0.0205	0.0050	0.023	no value	NAN	-0.7	1.4	34	34	2270	390	-90	390	670	128	32	140	no value	NAN	FILENAME: R33_21.FIN2;
Z_Temora2_19	R33_22.FIN2	03/08/2012 (6) 23:49:44.24	03/08/2012 (6)	23:49:44.24	19.97	R33_22.FIN2	0.488	0.012	0.031	0.06738	0.00084	0.0056		1.233463	0.0547	0.0012	0.0019	no value	NAN	no value	NAN	420.3	5.1	34	403.8	8.2	21	no value	NAN	166	49	9.3	2.7	31.9	9.4	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.8412	0.19	404	30	5.80	0.65	0.5119	0.0081	0.021	0.06757	0.00087	0.0058	no value	NAN	14.87	0.20	0.05521	0.00041	419	16	419.7	5.4	14	421.4	5.3	35	no value	NAN	-0.0028	0.0014	-0.0028	0.0014	0.243	0.039	-0.45	0.12	0.31	0.0574	0.0013	0.0090	no value	NAN	-0.074	0.018	17.54	0.44	990	270	-300	130	340	359.6	8.2	55	no value	NAN	FILENAME: R33_22.FIN2;
Z_Temora2_20	R33_26.FIN2	04/08/2012 (7) 01:11:36.24	04/08/2012 (7)	01:11:36.24	19.97	R33_26.FIN2	0.497	0.016	0.032	0.0669	0.0012	0.0057		1.273569	0.0560	0.0017	0.0023	no value	NAN	no value	NAN	417.6	7.1	34	409	11	22	no value	NAN	52.2	8.6	3.03	0.34	10.3	1.8	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.94768	0.27	485	39	8.12	0.87	0.514	0.012	0.024	0.0671	0.0013	0.0060	no value	NAN	14.93	0.28	0.05592	0.00045	451	17	420.3	7.8	16	418.8	7.6	36	no value	NAN	-0.0022	0.0021	-0.0022	0.0021	0.180	0.037	-2.85	0.31	0.64	0.0377	0.0028	0.014	no value	NAN	-0.71	0.26	30.7	7.1	1800	770	-720	460	940	238	18	85	no value	NAN	FILENAME: R33_26.FIN2;
Z_Temora2_21	R33_27.FIN2	04/08/2012 (7) 01:19:36.24	04/08/2012 (7)	01:19:36.24	19.97	R33_27.FIN2	0.475	0.018	0.034	0.0662	0.0011	0.0057		1.300645	0.0554	0.0022	0.0026	no value	NAN	no value	NAN	412.9	6.8	34	393	13	23	no value	NAN	50	12	2.60	0.63	9.1	1.9	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.10574	0.25	494	41	10.2	1.2	0.502	0.011	0.019	0.0664	0.0012	0.0062	no value	NAN	15.08	0.26	0.05540	0.00039	430	14	415.4	7.1	13	414.9	7.3	37	no value	NAN	-0.0038	0.0026	-0.0038	0.0026	0.150	0.036	-2.77	0.33	0.60	0.0359	0.0031	0.016	no value	NAN	-0.53	0.45	29	10	1630	610	90	340	620	231	19	96	no value	NAN	FILENAME: R33_27.FIN2;
Z_Temora2_22	R33_28.FIN2	04/08/2012 (7) 01:28:57.24	04/08/2012 (7)	01:28:57.24	19.97	R33_28.FIN2	0.505	0.015	0.032	0.06722	0.00094	0.0055		1.21721	0.0567	0.0015	0.0021	no value	NAN	no value	NAN	419.3	5.7	33	413.9	9.8	21	no value	NAN	73	22	4.3	1.3	13.8	4.4	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.87652	0.20	489	28	6.83	0.71	0.5150	0.0088	0.019	0.06739	0.00095	0.0056	no value	NAN	14.91	0.21	0.05547	0.00036	430	14	421.7	5.9	13	420.3	5.7	34	no value	NAN	-0.0012	0.0017	-0.0012	0.0017	0.207	0.038	-1.80	0.21	0.46	0.0467	0.0019	0.011	no value	NAN	-0.44	0.11	25.2	2.4	1270	480	-270	310	680	294	12	70	no value	NAN	FILENAME: R33_28.FIN2;
Z_Temora2_23	R33_29.FIN2	04/08/2012 (7) 01:36:57.24	04/08/2012 (7)	01:36:57.24	19.97	R33_29.FIN2	0.500	0.014	0.032	0.0657	0.0011	0.0055		1.274183	0.0562	0.0016	0.0022	no value	NAN	no value	NAN	410.3	6.6	33	410.1	9.7	21	no value	NAN	63	11	3.42	0.64	14.9	2.8	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.2207	0.28	475	34	7.87	0.82	0.503	0.011	0.023	0.0658	0.0012	0.0058	no value	NAN	15.33	0.29	0.05523	0.00034	421	13	413.2	7.1	16	410.4	7.0	35	no value	NAN	-0.0000	0.0021	-0.0000	0.0021	0.177	0.037	-2.17	0.28	0.61	0.0427	0.0026	0.013	no value	NAN	-0.71	0.36	30.8	7.5	1600	550	-510	330	730	269	16	80	no value	NAN	FILENAME: R33_29.FIN2;
Z_Temora2_24	R33_30.FIN2	04/08/2012 (7) 01:46:16.84	04/08/2012 (7)	01:46:16.84	24.941		0.529	0.016	0.032	0.0678	0.0011	0.0052		1.131212	0.0550	0.0015	0.0021	no value	NAN	no value	NAN	423.3	6.6	31	430	11	21	no value	NAN	82	17	4.47	0.97	24.3	4.9	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.74926	0.23	461	33	7.80	0.79	0.517	0.010	0.021	0.0675	0.0011	0.0053	no value	NAN	14.76	0.24	0.05530	0.00031	426	12	422.1	6.9	14	420.9	6.7	32	no value	NAN	0.0019	0.0019	0.0019	0.0019	0.176	0.033	-2.14	0.27	0.55	0.0444	0.0022	0.010	no value	NAN	-0.57	0.21	27.2	4.2	1260	400	-590	290	580	280	14	65	no value	NAN	
Z_Temora2_25	R33_31.FIN2	04/08/2012 (7) 01:54:18.24	04/08/2012 (7)	01:54:18.24	19.97	R33_31.FIN2	0.476	0.025	0.038	0.0652	0.0015	0.0053		1.246754	0.0504	0.0026	0.0029	no value	NAN	no value	NAN	407.2	9.3	32	392	17	26	no value	NAN	49	38	2.2	1.1	13	10	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.33742	0.37	484	50	12.7	1.6	0.496	0.014	0.021	0.0655	0.0017	0.0057	no value	NAN	15.32	0.39	0.05510	0.00036	416	14	408.2	9.7	15	409	10	35	no value	NAN	-0.0041	0.0034	-0.0041	0.0034	0.132	0.034	-6.46	0.86	1.3	0.0072	0.0067	0.023	no value	NAN	1.07	0.59	-18	18	1.9E+03	1.0E+03	250	380	570	47	44	150	no value	NAN	FILENAME: R33_31.FIN2;
Z_Temora2_26	R33_32.FIN2	04/08/2012 (7) 02:03:38.24	04/08/2012 (7)	02:03:38.24	19.97	R33_32.FIN2	0.505	0.018	0.033	0.0673	0.0013	0.0052		1.148083	0.0529	0.0019	0.0024	no value	NAN	no value	NAN	419.4	7.7	32	415	12	23	no value	NAN	98	54	5.3	3.2	20	11	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.85884	0.28	393	40	8.80	0.91	0.513	0.012	0.022	0.0672	0.0013	0.0054	no value	NAN	14.92	0.29	0.05486	0.00029	406	12	419.2	7.9	14	419.2	7.9	33	no value	NAN	-0.0006	0.0024	-0.0006	0.0024	0.138	0.035	-2.23	0.29	0.53	0.0443	0.0025	0.010	no value	NAN	-0.49	0.13	27.0	2.8	1460	630	-230	350	640	279	16	65	no value	NAN	FILENAME: R33_32.FIN2;
Z_Temora2_27	R33_33.FIN2	04/08/2012 (7) 02:11:39.24	04/08/2012 (7)	02:11:39.24	19.97	R33_33.FIN2	0.509	0.017	0.033	0.0664	0.0012	0.0052		1.179416	0.0559	0.0021	0.0026	no value	NAN	no value	NAN	414.8	7.6	32	417	11	22	no value	NAN	62	16	3.30	0.84	12.2	2.9	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.06024	0.28	481	40	9.8	1.1	0.500	0.012	0.023	0.0665	0.0013	0.0055	no value	NAN	15.20	0.29	0.05496	0.00035	410	15	411.9	8.2	16	415.0	7.8	33	no value	NAN	0.0031	0.0028	0.0031	0.0028	0.162	0.036	-2.30	0.34	0.64	0.0414	0.0030	0.013	no value	NAN	-0.58	0.13	29.8	3.0	1740	510	60	210	400	261	19	78	no value	NAN	FILENAME: R33_33.FIN2;
Z_Temora2_28	R33_36.FIN2	04/08/2012 (7) 02:38:20.24	04/08/2012 (7)	02:38:20.24	19.97	R33_36.FIN2	0.552	0.019	0.034	0.0670	0.0011	0.0051		1.13611	0.0567	0.0018	0.0023	no value	NAN	no value	NAN	418.5	6.7	31	447	13	22	no value	NAN	113	33	6.2	1.8	21.0	6.3	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.92537	0.25	531	35	8.54	0.89	0.507	0.010	0.018	0.0667	0.0012	0.0053	no value	NAN	15.03	0.27	0.05529	0.00031	422	13	416.2	6.8	12	416.1	7.0	32	no value	NAN	0.0046	0.0024	0.0046	0.0024	0.153	0.036	-0.62	0.19	0.34	0.0570	0.0020	0.0090	no value	NAN	-0.098	0.028	18.21	0.71	1360	250	-110	150	260	357	12	55	no value	NAN	FILENAME: R33_36.FIN2;
Z_Temora2_29	R33_37.FIN2	04/08/2012 (7) 02:46:20.24	04/08/2012 (7)	02:46:20.24	19.97	R33_37.FIN2	0.515	0.033	0.043	0.0662	0.0018	0.0054		1.23219	0.0564	0.0037	0.0040	no value	NAN	no value	NAN	414	11	33	418	22	29	no value	NAN	21.1	6.6	-0.2	1.7	-1.1	4.9	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.10574	0.40	661	64	16.5	1.9	0.501	0.017	0.022	0.0658	0.0019	0.0057	no value	NAN	15.25	0.43	0.05536	0.00042	425	16	410	11	15	413	12	35	no value	NAN	0.0028	0.0047	0.0028	0.0047	0.111	0.032	-6.4	1.1	1.5	0.0106	0.0089	0.027	no value	NAN	0.8	1.2	-1	34	2880	380	450	550	720	66	58	180	no value	NAN	FILENAME: R33_37.FIN2;
Z_Temora2_30	R33_38.FIN2	04/08/2012 (7) 02:55:41.24	04/08/2012 (7)	02:55:41.24	19.97	R33_38.FIN2	0.495	0.019	0.034	0.0663	0.0012	0.0053		1.205727	0.0546	0.0020	0.0025	no value	NAN	no value	NAN	413.6	7.3	32	408	13	23	no value	NAN	48	18	2.4	1.1	11.7	4.3	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.08296	0.28	477	43	9.36	0.97	0.507	0.012	0.020	0.0661	0.0013	0.0056	no value	NAN	15.02	0.29	0.05535	0.00033	426	13	415.8	7.7	14	412.6	7.7	34	no value	NAN	-0.0005	0.0025	-0.0005	0.0025	0.141	0.035	-2.07	0.36	0.64	0.0436	0.0033	0.015	no value	NAN	-0.63	0.31	30.2	6.5	1870	450	-180	280	490	274	21	91	no value	NAN	FILENAME: R33_38.FIN2;
Z_Temora2_31	R33_39.FIN2	04/08/2012 (7) 03:03:41.24	04/08/2012 (7)	03:03:41.24	19.97	R33_39.FIN2	0.520	0.018	0.033	0.0673	0.0011	0.0052		1.148083	0.0555	0.0019	0.0024	no value	NAN	no value	NAN	419.8	6.8	32	424	12	22	no value	NAN	44	27	2.6	1.5	9.2	6.1	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.85884	0.25	451	39	8.72	0.94	0.511	0.011	0.019	0.0670	0.0011	0.0052	no value	NAN	14.95	0.26	0.05524	0.00036	420	15	419.0	7.0	13	417.7	6.8	32	no value	NAN	0.0014	0.0024	0.0014	0.0024	0.162	0.036	-1.11	0.25	0.45	0.0524	0.0024	0.011	no value	NAN	-0.183	0.045	20.5	1.1	1520	270	-110	200	360	329	15	69	no value	NAN	FILENAME: R33_39.FIN2;
Z_Temora2_32	R33_40.FIN2	04/08/2012 (7) 03:13:01.24	04/08/2012 (7)	03:13:01.24	19.97	R33_40.FIN2	0.509	0.019	0.033	0.0660	0.0014	0.0053		1.216713	0.0544	0.0019	0.0024	no value	NAN	no value	NAN	412.0	8.3	32	419	12	22	no value	NAN	30	27	2.1	1.4	9.9	6.5	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.15152	0.31	460	38	9.21	0.98	0.498	0.013	0.022	0.0658	0.0014	0.0053	no value	NAN	15.24	0.31	0.05543	0.00038	429	15	409.4	8.3	15	410.4	8.3	32	no value	NAN	0.0002	0.0025	0.0002	0.0025	0.138	0.035	-1.16	0.27	0.48	0.0519	0.0027	0.010	no value	NAN	-0.217	0.061	21.4	1.5	1480	340	60	190	340	326	16	63	no value	NAN	FILENAME: R33_40.FIN2;
Z_Temora2_33	R33_41.FIN2	04/08/2012 (7) 03:21:01.24	04/08/2012 (7)	03:21:01.24	19.97	R33_41.FIN2	0.523	0.011	0.030	0.06671	0.00088	0.0051		1.14601	0.05595	0.00098	0.0018	no value	NAN	no value	NAN	416.2	5.3	31	427.0	7.5	20	no value	NAN	360	87	19.7	4.8	79	19	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.99026	0.20	456	21	4.72	0.51	0.5033	0.0080	0.021	0.06643	0.00089	0.0052	no value	NAN	15.09	0.21	0.05511	0.00029	417	12	413.8	5.5	14	415.0	5.3	31	no value	NAN	0.0031	0.0012	0.0031	0.0012	0.269	0.039	0.031	0.067	0.18	0.06146	0.00097	0.0057	no value	NAN	0.0017	0.0077	16.20	0.26	640	150	14	68	180	384.4	5.9	34	no value	NAN	FILENAME: R33_41.FIN2;
Z_Temora2_34	R33_42.FIN2	04/08/2012 (7) 03:30:22.24	04/08/2012 (7)	03:30:22.24	19.97	R33_42.FIN2	0.523	0.012	0.030	0.06690	0.00095	0.0051		1.139509	0.0548	0.0011	0.0018	no value	NAN	no value	NAN	417.3	5.7	31	427.9	8.2	20	no value	NAN	440	200	27	12	107	45	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.94768	0.21	399	28	5.48	0.59	0.5056	0.0092	0.023	0.0667	0.0010	0.0054	no value	NAN	14.99	0.22	0.05489	0.00031	411	12	414.8	6.2	15	416.9	6.0	32	no value	NAN	0.0025	0.0014	0.0025	0.0014	0.225	0.039	-0.059	0.099	0.25	0.0612	0.0013	0.0069	no value	NAN	-0.016	0.012	16.53	0.37	630	140	-27	97	240	382.5	7.9	42	no value	NAN	FILENAME: R33_42.FIN2;
Z_Temora2_35	R33_43.FIN2	04/08/2012 (7) 03:38:23.24	04/08/2012 (7)	03:38:23.24	19.97	R33_43.FIN2	0.520	0.020	0.034	0.0666	0.0012	0.0052		1.172344	0.0552	0.0022	0.0027	no value	NAN	no value	NAN	415.5	7.1	31	424	13	23	no value	NAN	56	15	2.7	1.2	8.9	3.5	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.01502	0.27	518	47	10.4	1.1	0.501	0.011	0.019	0.0662	0.0012	0.0055	no value	NAN	15.19	0.28	0.05496	0.00039	409	15	413.4	7.5	13	413.3	7.5	33	no value	NAN	0.0021	0.0029	0.0021	0.0029	0.141	0.035	-1.65	0.36	0.62	0.0464	0.0033	0.014	no value	NAN	-0.37	0.32	25.1	7.7	1640	270	170	230	390	291	20	89	no value	NAN	FILENAME: R33_43.FIN2;
Z_Temora2_36	R33_44.FIN2	04/08/2012 (7) 03:47:43.24	04/08/2012 (7)	03:47:43.24	19.97	R33_44.FIN2	0.512	0.016	0.032	0.0671	0.0011	0.0053		1.177147	0.0553	0.0017	0.0022	no value	NAN	no value	NAN	418.9	6.9	32	418	11	21	no value	NAN	138	80	10.0	5.7	30	17	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.90313	0.23	471	37	7.86	0.94	0.515	0.011	0.021	0.0672	0.0012	0.0055	no value	NAN	14.88	0.25	0.05538	0.00034	427	13	422.3	7.2	14	418.8	7.2	33	no value	NAN	-0.0006	0.0021	-0.0006	0.0021	0.189	0.038	-0.85	0.22	0.42	0.0563	0.0019	0.0090	no value	NAN	-0.140	0.038	19.02	0.94	1300	270	-90	160	320	353	12	55	no value	NAN	FILENAME: R33_44.FIN2;
Z_Temora2_37	R33_45.FIN2	04/08/2012 (7) 03:58:23.24	04/08/2012 (7)	03:58:23.24	19.97	R33_45.FIN2	0.486	0.014	0.031	0.06324	0.00097	0.0052		1.300228	0.0552	0.0016	0.0022	no value	NAN	no value	NAN	395.2	5.9	32	401.4	9.6	21	no value	NAN	143	37	7.2	1.9	28.9	7.4	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.81278	0.24	436	34	7.65	0.84	0.4752	0.0092	0.020	0.0631	0.0010	0.0055	no value	NAN	15.81	0.26	0.05458	0.00031	400	11	394.6	6.4	14	394.4	6.2	33	no value	NAN	0.0018	0.0021	0.0018	0.0021	0.189	0.038	-0.37	0.14	0.31	0.0559	0.0016	0.0084	no value	NAN	-0.070	0.024	18.42	0.60	1400	290	-200	140	300	350.3	9.5	51	no value	NAN	FILENAME: R33_45.FIN2;
Z_Temora2_38	R33_46.FIN2	04/08/2012 (7) 03:59:43.24	04/08/2012 (7)	03:59:43.24	19.97	R33_46.FIN2	0.541	0.020	0.034	0.0715	0.0012	0.0052		1.017165	0.0540	0.0020	0.0025	no value	NAN	no value	NAN	444.9	7.0	31	440	13	23	no value	NAN	71	28	3.9	1.5	17.3	6.9	no value	NAN	no value	NAN	no value	NAN	no value	NAN	13.98601	0.24	462	49	9.4	1.1	0.546	0.011	0.020	0.0712	0.0012	0.0055	no value	NAN	13.99	0.25	0.05561	0.00029	437	11	442.2	7.4	13	443.9	7.6	34	no value	NAN	-0.0005	0.0027	-0.0005	0.0027	0.156	0.036	-0.93	0.29	0.49	0.0587	0.0026	0.012	no value	NAN	-0.113	0.035	18.20	0.92	1610	220	90	180	310	367	16	72	no value	NAN	FILENAME: R33_46.FIN2;
Z_Temora2_39	R33_47.FIN2	04/08/2012 (7) 05:46:18.24	04/08/2012 (7)	05:46:18.24	19.97	R33_47.FIN2	0.464	0.021	0.035	0.0660	0.0013	0.0057		1.30854	0.0553	0.0026	0.0030	no value	NAN	no value	NAN	412.5	7.5	34	388	14	23	no value	NAN	40	17	2.78	0.99	9.5	3.4	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.15152	0.28	537	49	12.0	1.4	0.501	0.012	0.019	0.0660	0.0013	0.0060	no value	NAN	15.11	0.30	0.05510	0.00034	416	13	412.5	8.2	13	411.6	7.9	36	no value	NAN	-0.0050	0.0031	-0.0050	0.0031	0.108	0.032	-2.19	0.39	0.64	0.0413	0.0037	0.017	no value	NAN	-0.31	0.27	23.2	6.7	2030	350	160	220	360	259	23	110	no value	NAN	FILENAME: R33_47.FIN2;
Z_Temora2_40	R33_48.FIN2	04/08/2012 (7) 05:54:18.24	04/08/2012 (7)	05:54:18.24	19.97	R33_48.FIN2	0.508	0.021	0.035	0.0680	0.0013	0.0054		1.16782	0.0541	0.0022	0.0026	no value	NAN	no value	NAN	424.2	7.6	32	418	14	23	no value	NAN	14	21	2.5	1.3	7.0	4.9	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.70588	0.28	488	47	10.3	1.2	0.519	0.012	0.020	0.0681	0.0013	0.0057	no value	NAN	14.81	0.30	0.05561	0.00040	438	15	423.2	8.1	13	424.6	8.1	34	no value	NAN	-0.0023	0.0027	-0.0023	0.0027	0.150	0.036	-1.19	0.35	0.58	0.0521	0.0030	0.013	no value	NAN	-0.39	0.32	25.3	7.9	1840	280	220	190	310	327	19	79	no value	NAN	FILENAME: R33_48.FIN2;
Z_Temora2_41	R33_49.FIN2	04/08/2012 (7) 06:03:39.24	04/08/2012 (7)	06:03:39.24	19.97	R33_49.FIN2	0.497	0.027	0.039	0.0658	0.0013	0.0053		1.22412	0.0550	0.0029	0.0033	no value	NAN	no value	NAN	411.5	7.7	33	410	18	26	no value	NAN	70	24	2.9	1.3	7.0	3.7	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.19757	0.29	527	55	13.7	1.5	0.501	0.012	0.017	0.0663	0.0014	0.0058	no value	NAN	15.26	0.31	0.05505	0.00027	416	10	413.6	8.2	12	413.3	8.3	35	no value	NAN	-0.0009	0.0037	-0.0009	0.0037	0.0	1.0	-1.42	0.47	0.67	0.0491	0.0043	0.018	no value	NAN	0.00	0.45	16	11	2240	320	330	190	260	307	27	110	no value	NAN	FILENAME: R33_49.FIN2;
Z_Temora2_42	R33_50.FIN2	04/08/2012 (7) 06:11:39.24	04/08/2012 (7)	06:11:39.24	19.97	R33_50.FIN2	0.519	0.015	0.032	0.0669	0.0010	0.0053		1.184196	0.0557	0.0016	0.0022	no value	NAN	no value	NAN	417.5	6.3	32	425	10	21	no value	NAN	196	78	7.6	4.0	45	20	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.94768	0.23	461	35	7.63	0.84	0.507	0.010	0.021	0.0668	0.0011	0.0054	no value	NAN	15.09	0.24	0.05529	0.00034	424	13	417.0	6.9	14	416.5	6.5	33	no value	NAN	0.0008	0.0020	0.0008	0.0020	0.171	0.037	-0.16	0.17	0.34	0.0606	0.0016	0.0080	no value	NAN	-0.023	0.018	16.59	0.43	1260	210	140	120	250	380.0	9.5	48	no value	NAN	FILENAME: R33_50.FIN2;
Z_Temora2_43	R33_51.FIN2	04/08/2012 (7) 06:21:00.24	04/08/2012 (7)	06:21:00.24	19.97	R33_51.FIN2	0.517	0.018	0.033	0.0664	0.0010	0.0052		1.179416	0.0564	0.0019	0.0024	no value	NAN	no value	NAN	414.5	6.2	32	422	12	22	no value	NAN	135	50	5.8	2.9	28	13	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.06024	0.24	507	38	8.31	0.98	0.5022	0.0098	0.018	0.0662	0.0011	0.0054	no value	NAN	15.15	0.25	0.05518	0.00032	419	13	413.0	6.7	12	413.3	6.5	33	no value	NAN	0.0023	0.0025	0.0023	0.0025	0.183	0.037	0.07	0.17	0.31	0.0619	0.0017	0.0084	no value	NAN	-0.004	0.018	16.41	0.46	1700	180	240	110	210	388	10	52	no value	NAN	FILENAME: R33_51.FIN2;
Z_Temora2_44	R33_52.FIN2	04/08/2012 (7) 06:29:00.24	04/08/2012 (7)	06:29:00.24	19.97	R33_52.FIN2	0.5094	0.0095	0.029	0.06708	0.00093	0.0052		1.155626	0.05523	0.00069	0.0016	no value	NAN	no value	NAN	418.5	5.6	32	417.8	6.3	20	no value	NAN	820	600	46	33	170	130	no value	NAN	no value	NAN	no value	NAN	no value	NAN	14.90757	0.20	430	16	3.46	0.37	0.5100	0.0089	0.027	0.06699	0.00095	0.0054	no value	NAN	14.96	0.20	0.05547	0.00033	430	13	417.8	5.9	18	417.9	5.8	33	no value	NAN	-0.00031	0.00074	-0.00031	0.00074	0.344	0.036	0.436	0.025	0.078	0.06610	0.00088	0.0050	no value	NAN	0.0470	0.0026	15.11	0.20	406	50	373	15	48	413.6	5.2	29	no value	NAN	FILENAME: R33_52.FIN2;
Z_Temora2_45	R33_53.FIN2	04/08/2012 (7) 06:38:20.24	04/08/2012 (7)	06:38:20.24	19.97	R33_53.FIN2	0.496	0.024	0.037	0.0661	0.0013	0.0055		1.258809	0.0554	0.0028	0.0032	no value	NAN	no value	NAN	412.7	7.6	33	408	16	25	no value	NAN	-48	57	-1.4	2.9	-10	10	no value	NAN	no value	NAN	no value	NAN	no value	NAN	15.12859	0.29	574	54	13.2	1.4	0.500	0.012	0.018	0.0663	0.0014	0.0060	no value	NAN	15.07	0.32	0.05514	0.00037	417	13	410.1	8.1	12	414.1	8.3	36	no value	NAN	-0.0013	0.0035	-0.0013	0.0035	0.108	0.032	-0.47	0.32	0.49	0.0569	0.0031	0.014	no value	NAN	-0.30	0.19	23.4	4.3	1800	240	370	150	230	356	19	83	no value	NAN	FILENAME: R33_53.FIN2;
